Use the E-pH or Pourbaix diagram of Cr to determine the control current and potential for the anodic protection of a S43000 stainless steel vessel.  ,Understand
Compare three celebrations using a Venn diagram.,Analyse
Assess the appropriateness of an author's conclusions based on the evidence given.,Evaluate
Compare and contrast our school to other communities.,Analyse
State how to find a word in a dictionary,Remember
How to construct simple solutions when problems are complex?,Apply
What do you think is the best thing about coming to Viestal?,Evaluate
Classify celebrations into family and community categories.,Understand
How would you differentiate a project from a program,Analyse
Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,Apply
How many ways can you . . .?,Create
"Show, through role-play, the final scene in the novel.",Apply
Classify animals into two groups.,Understand
Participate in a mock election,Apply
Classify frogs toads and other amphibians.,Understand
How would this story be different if it had happened in a different country?,Analyse
Can you see a possible solution to . . .?,Create
Explain what a poem means.,Understand
Define compound interest.,Remember
"Differentiate the passages that attacked a political opponent personally, and those that attacked an opponent's political programs.",Analyse
Can you create new and unusual uses for . . .?,Create
What ideas can you add to...?,Create
Was Hemingway a great American writer? First you will need to define greatness.,Evaluate
  Describe and compare the role of Islamic law in the legal systems of Malaysia and Pakistan,Understand
Estimate expenditure on HIV/AIDS education,Evaluate
Apply the rule of law to a new situation,Apply
can you devise an explicit formula for,Create
Explain why it is likely that a matriarchal family system would be found in a matrilocal or matrilineal society.,Create
Compose a dialogue between Atticus Finch and Tom Robinson when they first met.,Create
Explain in your own words what do you mean by the term economics?,Understand
Use a judge and jury to discuss the statement 'Children enjoy Anthony Browne's books because of the illustrations'.,Evaluate
Analyze the characteristics of frogs.,Analyse
Illustrate what you think the main idea was.,Understand
"Classify the following protocols: IP, TCP, HTTP according to the ISO OSI classification",Understand
How would you show your understanding of the ABC process,Apply
Use Gauss’ Law to find the electric field between the plates when the charge on them is Q,Apply
Make a diagnosis or analyze a case study.,Analyse
Name 5 steps that follow the taking of notes (within 24 hours or less)?,Remember
Determine if a character’s actions were heroic ,Evaluate
Design a building according to given specifications,Create
"In a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",Evaluate
Revise and process to improve the outcome.,Create
Determine the next number in a sequence,Understand
"Rewrite the sentence in your head, following the direction given below",Understand
Express the following systems in matrix form,Understand
"If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.",Analyse
How do we differentiate between genuine buyer and undercover buyer,Analyse
How to specify the impact energy and impact test temperature of the material in the Code,Apply
State the rule for balls and strikes in baseball.,Remember
Complete an analogy (analogy tasks are inference tasks),Understand
Name the food groups and at least two items of food in each group.,Remember
How did Chinese newspapers differ from US,Analyse
decide about the most exciting part of the book. being sure to give at least three reasons why?,Evaluate
Compare Calliope with Howie. Use the word bank.,Understand
Specify the thickness of a galvanized coating based on atmospheric data? (level 2) ,Apply
"Given the two solutions to the stated programming problem, rate the solutions in  terms of efficiency and readability.",Evaluate
How would you investigate this patient,Analyse
How much time did he took to build a house,Remember
Compose a class story.,Create
Construct the 4-Bit Ripple carry Adder Circuit,Apply
How do teenagers use code in emails and instant messages?,Apply
"Classify the following substances as particle, atom, element, molecule, compound",Understand
What changes to . . . would you recommend?,Evaluate
Restate main idea of story in own words.,Understand
How would the U.S.A. be different if the South had won the Civil War?,Create
Explain in your own words what a recessive gene is.,Understand
Decide whether you are in favor of building on a floodplain; defend your position in a debate.,Evaluate
Construct a simple payroll program that computes net pay for those working 40 hours or less and net pay for those working over 40 hours.,Apply
Compare how different children come to school.,Analyse
Calculate the rate of habitat fragmentation within the Colorado Front Range in the last decade.,Apply
Construct a dictionary and a truth table to determine if the following statements are logically equivalent,Apply
How Do You Think One Should Reason in Making Ethical Decisions in Business,Evaluate
Rewrite you predicted equation for the ideal gas law,Understand
 sketch a graph of velocity versus time for the upward and downward parts of a ball’s flight,Apply
Classify types of corrosion inhibitors  ,Understand
Name the artist who painted the Mona Lisa.,Remember
Create plan of local environment by drawing around boxes.,Create
Assess the strengths and weaknesses of the current Olympics and recommend action that should be taken in future Olympics: What can be,Evaluate
Make a paper-mache map to include relevant information about an event.,Apply
Rewrite a part in the poem using a different speaker,Understand
Relate topographic map to field features,Apply
Briefly describe the author's approach to the liabilities of the GOTO statement,Understand
Please label the diagram below:,Remember
Conduct an investigation to produce information to support a view.,Analyse
Recall the definition of the formula datatype from your assignment 2.,Remember
Appraise the speech's effectiveness based upon the class' criteria.,Evaluate
How would you investigate this abnormality,Analyse
Apply the storytelling technique here to a little story of your own.,Apply
Compute the volume of a cylinder,Apply
Translate an equation into a computer spreadsheet.,Understand
Develop one plausible ending for all three short stories below.,Create
List the procedure to draw a mixed potential or Evans' diagram,Remember
Use the distance travelled and cost of petrol to calculate the cost of a coach trip using a spreadsheet.,Apply
From a blueprint to describe the article depicted.,Understand
How was life different in your town 100 years ago?,Analyse
Explain the possible uses described in class for the space to the left of the vertical line.,Understand
Make a scrapbook about the areas of study.,Apply
How do we efficiently combine multiple subject graphs to construct an aig with choice,Create
"Given an argument on any position, enumerate the logical fallacies in that argument.",Evaluate
suggest ways in which it could have responded more effectively,Evaluate
Describe the major clinical differences between visceral and somatic pain,Understand
Differentiate between .call by value and call by reference.,Analyse
Write a set of rules to prevent what happened in the story.,Create
What does ICT stands for.,Remember
Recite the principles of the Data Protection Act.,Remember
"Critique the other student's (or your own) speech, based on the criteria we have studied this semester.",Evaluate
Is there a better solution to . . .?,Evaluate
Create an equation to represent the solution to this problem.,Create
What would happen if the rainfall doubled in your state next year,Apply
In one sentence illustrate the main point of a written passage.,Understand
Revises and process to improve the outcome.,Create
Who was the writer of the Hamilton ,Remember
"structure, sorts the list in ascending order, displays the list on the screen and stores the list",Create
Use a sketch too find the exact value of each expression,Apply
Design a healthy menu that you think most people would enjoy using the healthy eating guide.,Evaluate
Distinguish facts from hypotheses,Analyse
Why not compose a song about . . .?,Create
State in your own words where in the library to find previous issues of journals that are no longer in the display racks.,Understand
How do you think the community should grow or change,Evaluate
Recite a policy of immigration in Europe .,Remember
Design the architecture of the software system based on the requirements defined in the Software Requirement Specification document,Create
How effective are . . .?,Evaluate
Categorise the pictures and add them to the wall display.,Apply
How much data can be stored in the cach memory,Remember
Demonstrate how your unit’s specific student learning outcomes are linked to the mission of UAM.,Apply
Recall the equation for the Ideal Gas Law.,Remember
Investigate innovations that can enhance future Olympics.,Analyse
Predict the differences of a planet with no seasonal changes.,Create
who is the founder of the kingdom of saudi Arabia,Remember
Express your opinion of 'Drugs in Sport' through poetry.,Understand
How is scientific progress similar to Darwinian evolution according to Kuhn,Analyse
Describe in your own words what happens when a stream's velocity slows.,Understand
How would you restructure the school day to reflect children's developmental needs?,Create
Choose a paint schedule for the maintenance of an outdoor structure? (level 2) ,Evaluate
Can you invent another character for the story?,Create
Select the best proposal for a proposed water treatment plant.,Evaluate
What are the units of corrosion penetration rates? Relate these to Faraday's law,Remember
Create a chart that compares things that use electricity and things that do NOT use electricity.,Create
Can you differentiate between ethnic Chinese and ethnic Koreans,Analyse
Construct a poster that will advertise your new food product in an exciting and irresistible way.,Evaluate
Make up a puzzle game using the ideas from the study area.,Apply
"Award the contract to the best proposal. Rank the principles of good sportsmanship in order of importance to you.""""ward the contract to the best proposal. Rank the p""""""ward the contract to the best proposal. Rank the principles of good sportsmanship"" i""""ar""",Evaluate
What do you think is the mass and why,Evaluate
Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,Create
Can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,Analyse
Devise plans to market or make artwork more valuable.,Create
Decide which candidate would best fill the position of principal.,Evaluate
How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,Create
Describe what took place as the Hato was sinking.,Understand
Outline the most important insight of the tale.,Understand
"Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",Evaluate
Assess the relative effectiveness of different graphical representations of the same data or biological concept.,Evaluate
Predict what happens to X if Y increases.,Apply
Outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,Understand
Would you solve these two problems using similar approaches,Apply
When did the second world war happen ,Remember
Examine differences between the means of each individual switching factor.,Analyse
How does...compare/contrast with...?,Analyse
Develop a hypothesis.,Create
Show how to modify Fitch's algorithm given in class today to accommodate non-binary,Apply
Compare two of the characters in this book.,Analyse
 How can we combine and abstract facts about a software system to create new knowledge?,Create
Identify fractions from a pictorial representation,Remember
"After solving a problem, determine the degree to which the problem was solved as efficiently as possible ",Evaluate
How would you decide about...?,Evaluate
"Using information from the book about one of the main characters, rewrite the ending of the book.",Create
State in your own words the rule for balls and strikes in baseball.,Understand
Describe the output of this program fragment:,Understand
Recommend how our classroom or playground could be improved.,Evaluate
 Label the parts of the microscope shown on the right,Remember
What season are we in right now?,Remember
Construct the Data Path of the RISC Processor given in the previous question ,Apply
When did you born ?,Remember
Explain the process (paraphrase) for finding the perimeter of a rectangular garden,Understand
Design a testing scenario to assess the susceptibility of an alloy to be used in a given environment?,Create
Summarize the basic tenets of collaborative conservation.,Understand
Express the following percentages as fractions in simplest form,Understand
Describe in prose what is shown in graph form.,Understand
 Can you distinguish for me between what is reasonably  achievable and what are  exaggerations,Analyse
Make a radio announcement that advertise the book. Write it out.,Create
Paraphrase an important speech,Understand
How might lifestyles in the United States be modified if a more socialistic system were adopted?,Apply
How could we determine the number of pennies in a jar without counting them?,Create
Describe in your own words how to borrow a book from the library.,Understand
What happens if you change the direction of the displacement (but not its size)?,Apply
when was the UN formed ,Remember
Construct an analog circuit with the following specifications,Apply
Summarize the basic tenets of deconstructionism.,Understand
Who can use what we know about sonnets and finish this poem?,Apply
Derive a kinetic model from experimental data.,Apply
Use Laplace to solve the following problems,Apply
What is  your family name,Remember
What is part of this book did you like best. Tell why you like it?,Evaluate
Place the following in order of priority...,Evaluate
List the levels in Bloom's Taxonomy.,Remember
" Compare and contrast two treatments of either drapery or animals by Greek sculptors, establishing their artistic contexts",Understand
Evaluate the corrosion monitoring needs of a chemical processing plant ,Evaluate
Which of the following is the method for determining the volume of a cylinder?,Remember
Rewrite the markov matrix to account for this slight change.,Understand
Choose any U.S. president and explain how he exercised his power as Commander in Chief of the Armed Forces.,Apply
"How can we construct H given I, B and E?",Apply
How much did he pay for his car,Remember
Define the meaning of the Olympic Motto.,Remember
How to Construct the Optimal Maintenance Problem,Apply
Sketch a typical absorption process in a packed column with regeneration in form of,Apply
Develop a SQA Plan for a software development project which is defined in the attached document.,Create
Construct a model to demonstrate how it will work.,Apply
How does public health reporting differ today from reporting two years before,Analyse
How would you feel if . . .?,Evaluate
Analyze the movements and sounds of a frog.,Analyse
Suppose Phillip wasn't rescued shortly after Timothy's death. How long could he have survived?,Create
"Illustrate this caption: Olympic as a Media Event in the Information Society""llustrate this caption: ""Olympic as a Media Event in""""lustrate this caption: ""Oly""""ust""""""llustrate this caption: Olympic as a Media Event in the Information Society""""""llustrate t""""lustrate this""",Understand
Differentiate printf function calls for displaying prompts and for echoing data.,Analyse
Explain how Timothy saved Phillip's life.,Understand
Summarize a story in own words.,Understand
Given two opposing theories design an experiment to compare them.,Create
Do you agree...?,Evaluate
State in your own words what the author means when he says,Understand
Differentiate the following functions using the quotient rule,Analyse
Identify one problem in the book and give an alternate solution one not given by the author.,Create
Compose a simple rap or rhyme about zoo animals.,Create
Write a poem about this book.,Create
"how do the clauses and expressions given in the article which replace GOTO statements, lead to the three traditional control statements",Create
What approach would you use to prove the truth of the below statement ,Apply
Look at the symbol. What is the symbol’s purpose on a map?,Remember
How was this similar to . . .?,Analyse
What do you think about . . .?,Evaluate
Write a song about 'Old MacDonald' who had a bulldozer instead of a farm.,Create
 would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,Understand
"How effectively did students analyze course content on race, class, and privilege through autobiographical reflection",Analyse
Decide which method of solving a problem was most effective ,Evaluate
State the characteristics of each type of corrosion testing studied,Remember
Identify the standard peripheral components of a computer.,Remember
"Contrast the treatment of well known trademarks provided by Paris Article and by TRIPS Article """"ontrast the treatment of ""well known"" trademarks provided by Paris Art""""ntrast the treatment of ""well known"" tradema""""trast the treatment""""""ontrast the treatment of well known"" trademarks provided by Paris Article and by TRIPS Article """"ontrast the treatment of ""well known"" trademarks provided by Paris Art""""ntrast the treatment of ""well """"ntrast the treatment of well known"" trademarks provided by Paris Article and by TRIPS Article """"ontrast the treatment of ""well known"" trademarks provided by Paris """"trast the treatment of well known"" trademarks provided by Paris Article and by TRIPS Article """"ontrast the treatment of ""well kn""""rast the treatment of well known"" trademarks provided by Paris Article and by TRIPS Article """"""""ast the treatment of well known"" trademarks provided by Paris""""st the treatment of well know""",Analyse
"From the information given, can you develop a set of instructions about . . .?",Apply
Show me how you would check the brake lights are working on this car,Apply
Use tableau methods to prove that the following tableau is valid.,Apply
Identify the part of a eukaryotic cell.,Remember
in which continent does the state of suriname fall,Remember
Can you defend the idea that Simon's incident with the pig's head is the most mystical in the story?,Evaluate
"Explain the term conjugal families, by making reference to the different types of societies to which they could belong.",Analyse
 Examine the differences between the model excluding the most influential observation and the model including all observations.,Analyse
Name one character. Rewrite the story from this character's point of view.,Create
What questions would you ask if . . .?,Apply
 Estimate the epicentral coordinates of the earth-quake,Evaluate
"After examining the videotape of a play in a football game, determine the degree to which the defensive team performed effectively and",Evaluate
Calculate for x in the following equation: 12x=36,Apply
" Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog",Understand
Construct a market strategy for your product using a known strategy as a model.,Apply
Decide whether you could have survived on the island blind and alone. Write about things that would have been challenging making sure to,Evaluate
Can you solve the following problem ,Apply
Tell in your own words how the setting of the story made it more interesting.,Understand
How do you analyze a marginally RCT ,Analyse
In what ways are foxes similar to wolves and dogs,Analyse
Which technology is used by laser printer,Remember
"If interest were compounded monthly instead of daily, what would the difference in interest be?",Analyse
Draw and label a diagram of a typical stream.,Remember
Draw a painting that uses various principles of perspective to achieve its effect.,Create
What would happen if . . .?,Create
 Inspect the size of the loaded data: how many objects and variables does the iris data matrix contain?,Analyse
judge the difficulty level for yourself.,Evaluate
